ID,Temperature,Activity,pH,Study,CNs,Rsoil,Rscaled,Biomass,Bscaled,Ctot,Ctot.scaled,DOC,DOC.scaled,W,WHC,Clay,Silt,Type,Comment,WHC_100_pred,Time
22,285.15,1.1,6.72,"Capek et al., 2015",22.54,2.36,1.00,2.21,1.00,0.48,1.00,1.22,1.00,4.90,50,,,Laboratory,,21.05802995,1
22,285.15,0.4,6.72,"Capek et al., 2015",22.54,0.93,1.00,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
22,285.15,0.5,6.72,"Capek et al., 2015",22.54,1.13,1.00,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
22,285.15,0.7,6.72,"Capek et al., 2015",22.54,1.48,1.00,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
22,285.15,0.6,6.72,"Capek et al., 2015",22.54,1.30,1.00,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
20,293.15,1.1,6.21,"Capek et al., 2015",23.70,192.89,1.52,174.07,1.00,9.64,1.00,28.18,1.00,35.55,50,,,Laboratory,,51.56593549,1
20,293.15,1.5,6.21,"Capek et al., 2015",23.70,257.99,1.87,174.07,1.00,9.64,1.00,28.18,1.00,35.55,50,,,Laboratory,,51.56593549,1
20,293.15,1.5,6.21,"Capek et al., 2015",23.70,269.80,1.77,174.07,1.00,9.64,1.00,28.18,1.00,35.55,50,,,Laboratory,,51.56593549,1
20,293.15,1.3,6.21,"Capek et al., 2015",23.70,229.11,1.67,174.07,1.00,9.64,1.00,28.18,1.00,35.55,50,,,Laboratory,,51.56593549,1
20,293.15,1.1,6.21,"Capek et al., 2015",23.70,192.37,1.26,174.07,1.00,9.64,1.00,28.18,1.00,50.91,80,,,Laboratory,,51.56593549,1
20,293.15,1.8,6.21,"Capek et al., 2015",23.70,312.39,2.32,174.07,1.00,9.64,1.00,28.18,1.00,50.91,80,,,Laboratory,,51.56593549,1
20,293.15,1.7,6.21,"Capek et al., 2015",23.70,292.02,4.09,174.07,1.00,9.64,1.00,28.18,1.00,50.91,80,,,Laboratory,,51.56593549,1
20,293.15,1.9,6.21,"Capek et al., 2015",23.70,322.93,2.17,174.07,1.00,9.64,1.00,28.18,1.00,50.91,80,,,Laboratory,,51.56593549,1
21,293.15,0.9,6.34,"Capek et al., 2015",30.89,9.44,0.93,10.57,1.00,3.31,1.00,3.76,1.00,15.79,50,,,Laboratory,,36.89191219,1
21,293.15,1.2,6.34,"Capek et al., 2015",30.89,13.03,1.84,10.57,1.00,3.31,1.00,3.76,1.00,15.79,50,,,Laboratory,,36.89191219,1
21,293.15,1.2,6.34,"Capek et al., 2015",30.89,12.46,1.57,10.57,1.00,3.31,1.00,3.76,1.00,15.79,50,,,Laboratory,,36.89191219,1
21,293.15,1.0,6.34,"Capek et al., 2015",30.89,10.67,1.22,10.57,1.00,3.31,1.00,3.76,1.00,15.79,50,,,Laboratory,,36.89191219,1
21,293.15,1.4,6.34,"Capek et al., 2015",30.89,14.67,1.72,10.57,1.00,3.31,1.00,3.76,1.00,22.71,80,,,Laboratory,,36.89191219,1
21,293.15,1.6,6.34,"Capek et al., 2015",30.89,16.94,2.22,10.57,1.00,3.31,1.00,3.76,1.00,22.71,80,,,Laboratory,,36.89191219,1
21,293.15,1.4,6.34,"Capek et al., 2015",30.89,15.22,1.35,10.57,1.00,3.31,1.00,3.76,1.00,22.71,80,,,Laboratory,,36.89191219,1
21,293.15,2.1,6.34,"Capek et al., 2015",30.89,22.69,2.45,10.57,1.00,3.31,1.00,3.76,1.00,22.71,80,,,Laboratory,,36.89191219,1
22,293.15,1.3,6.72,"Capek et al., 2015",22.54,2.92,1.78,2.21,1.00,0.48,1.00,1.22,1.00,4.90,50,,,Laboratory,,21.05802995,1
22,293.15,6.9,6.72,"Capek et al., 2015",22.54,15.24,6.73,2.21,1.00,0.48,1.00,1.22,1.00,4.90,50,,,Laboratory,,21.05802995,1
22,293.15,0.3,6.72,"Capek et al., 2015",22.54,0.72,0.50,2.21,1.00,0.48,1.00,1.22,1.00,4.90,50,,,Laboratory,,21.05802995,1
22,293.15,0.5,6.72,"Capek et al., 2015",22.54,1.09,0.46,2.21,1.00,0.48,1.00,1.22,1.00,4.90,50,,,Laboratory,,21.05802995,1
22,293.15,0.8,6.72,"Capek et al., 2015",22.54,1.79,1.93,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
22,293.15,1.1,6.72,"Capek et al., 2015",22.54,2.33,2.06,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
22,293.15,0.7,6.72,"Capek et al., 2015",22.54,1.62,1.09,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
22,293.15,3.7,6.72,"Capek et al., 2015",22.54,8.23,6.35,2.21,1.00,0.48,1.00,1.22,1.00,12.55,80,,,Laboratory,,21.05802995,1
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,49.99,3.59,149.14,0.83,9.49,1.02,21.97,1.22,51.34,72.2,,,Laboratory,,51.47213815,60
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,48.46,5.17,168.63,0.92,9.48,1.02,17.02,0.93,53.52,75.3,,,Laboratory,,51.47075049,60
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,50.80,1.94,146.05,0.86,9.49,1.02,16.90,0.91,49.65,69.8,,,Laboratory,,51.47536805,60
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,58.58,0.29,171.92,1.00,9.48,1.02,17.76,0.94,51.85,72.9,,,Laboratory,,51.46666533,60
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,54.06,0.14,155.76,0.91,9.47,1.03,21.16,1.29,54.52,85.7,,,Laboratory,,51.46071502,60
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,56.68,0.37,173.40,1.20,9.46,1.02,16.44,1.07,53.64,84.3,,,Laboratory,,51.45678118,60
23,277.15,0.7,5.8,"Capek et al., 2015",23.70,115.06,1.28,166.52,0.88,9.45,1.01,17.58,0.99,55.92,87.9,,,Laboratory,,51.44634345,60
23,277.15,0.3,5.8,"Capek et al., 2015",23.70,53.33,0.28,174.75,1.02,9.46,1.03,18.66,1.01,54.10,85.0,,,Laboratory,,51.45627399,60
24,277.15,0.6,6.075,"Capek et al., 2015",30.89,3.17,,5.68,,3.30,,6.30,,23.08,73.1,,,Laboratory,,36.8543527,60
24,277.15,0.4,6.075,"Capek et al., 2015",30.89,2.75,,6.51,,3.29,,5.48,,23.63,74.8,,,Laboratory,,36.83550684,60
24,277.15,0.9,6.075,"Capek et al., 2015",30.89,5.48,,6.29,,3.29,,3.71,,22.43,71.0,,,Laboratory,,36.8274441,60
24,277.15,0.2,6.075,"Capek et al., 2015",30.89,1.69,0.49,7.57,0.59,3.30,1.00,6.59,1.60,21.55,68.2,,,Laboratory,,36.84751186,60
24,277.15,0.2,6.075,"Capek et al., 2015",30.89,0.84,0.14,5.17,0.46,3.30,1.00,6.82,1.05,22.15,78.1,,,Laboratory,,36.85680555,60
24,277.15,0.3,6.075,"Capek et al., 2015",30.89,1.50,0.49,4.96,0.45,3.30,1.00,6.91,1.23,22.47,79.2,,,Laboratory,,36.84161557,60
24,277.15,0.4,6.075,"Capek et al., 2015",30.89,0.91,0.21,2.53,0.15,3.29,1.00,6.35,1.58,23.39,82.4,,,Laboratory,,36.82701326,60
24,277.15,0.4,6.075,"Capek et al., 2015",30.89,2.90,25.55,8.02,0.50,3.29,1.00,6.33,1.60,21.67,76.3,,,Laboratory,,36.83034199,60
25,277.15,0.0,6.545,"Capek et al., 2015",22.54,0.24,,6.79,,0.48,,4.80,,16.06,164.0,,,Laboratory,,21.05630725,60
25,277.15,0.2,6.545,"Capek et al., 2015",22.54,0.89,0.77,4.66,0.85,0.48,1.00,1.52,1.28,17.33,177.0,,,Laboratory,,21.05232904,60
25,277.15,0.3,6.545,"Capek et al., 2015",22.54,2.76,,8.66,,0.48,,3.56,,15.96,163.0,,,Laboratory,,21.04199651,60
25,277.15,0.2,6.545,"Capek et al., 2015",22.54,1.53,,7.04,,0.48,,3.16,,14.16,144.6,,,Laboratory,,21.05388876,60
25,277.15,0.1,6.545,"Capek et al., 2015",22.54,0.83,,7.23,,0.48,,3.03,,13.63,86.8,,,Laboratory,,21.05152739,60
25,277.15,0.2,6.545,"Capek et al., 2015",22.54,1.86,,9.17,,0.48,,3.39,,14.04,89.4,,,Laboratory,,21.04929595,60
25,277.15,0.6,6.545,"Capek et al., 2015",22.54,3.73,,6.62,,0.48,,2.81,,13.65,87.0,,,Laboratory,,21.05015974,60
25,277.15,0.1,6.545,"Capek et al., 2015",22.54,0.59,0.23,5.92,1.16,0.48,1.00,2.87,1.36,13.65,87.0,,,Laboratory,,21.04920552,60
23,285.15,0.1,5.8,"Capek et al., 2015",23.70,13.92,1.00,180.26,1.00,9.34,1.00,18.02,1.00,52.81,74.3,,,Laboratory,,51.37549562,60
23,285.15,0.1,5.8,"Capek et al., 2015",23.70,9.38,1.00,183.65,1.00,9.31,1.00,18.35,1.00,52.51,73.9,,,Laboratory,,51.35372179,60
23,285.15,0.2,5.8,"Capek et al., 2015",23.70,26.15,1.00,169.68,1.00,9.28,1.00,18.53,1.00,52.15,73.4,,,Laboratory,,51.33022063,60
23,285.15,1.2,5.8,"Capek et al., 2015",23.70,202.76,1.00,171.47,1.00,9.30,1.00,18.95,1.00,50.88,71.6,,,Laboratory,,51.34347049,60
23,285.15,2.2,5.8,"Capek et al., 2015",23.70,381.46,1.00,170.41,1.00,9.16,1.00,16.41,1.00,51.51,80.9,,,Laboratory,,51.24132758,60
23,285.15,1.1,5.80,"Capek et al., 2015",23.70,153.34,1.00,144.34,1.00,9.27,1.00,15.43,1.00,46.75,73.5,,,Laboratory,,51.32756073,60
23,285.15,0.5,5.80,"Capek et al., 2015",23.70,90.13,1.00,188.89,1.00,9.31,1.00,17.69,1.00,53.41,83.9,,,Laboratory,,51.35643831,60
23,285.15,1.1,5.80,"Capek et al., 2015",23.70,189.14,1.00,170.49,1.00,9.19,1.00,18.43,1.00,53.24,83.7,,,Laboratory,,51.26765535,60
24,285.15,,6.08,"Capek et al., 2015",30.89,,,10.31,,3.28,,7.21,,21.52,68.1,,,Laboratory,,36.79014206,60
24,285.15,,6.08,"Capek et al., 2015",30.89,,,20.37,,3.29,,4.10,,22.10,70.0,,,Laboratory,,36.79511194,60
24,285.15,,6.08,"Capek et al., 2015",30.89,,,18.61,,3.29,,3.82,,20.67,65.4,,,Laboratory,,36.80086865,60
24,285.15,0.3,6.08,"Capek et al., 2015",30.89,3.42,1.00,12.87,1.00,3.29,1.00,4.11,1.00,22.19,70.3,,,Laboratory,,36.80014452,60
24,285.15,0.5,6.08,"Capek et al., 2015",30.89,5.83,1.00,11.29,1.00,3.28,1.00,6.47,1.00,21.81,76.8,,,Laboratory,,36.78403145,60
24,285.15,0.3,6.08,"Capek et al., 2015",30.89,3.06,1.00,11.11,1.00,3.28,1.00,5.61,1.00,21.86,77.0,,,Laboratory,,36.78375438,60
24,285.15,0.3,6.08,"Capek et al., 2015",30.89,4.42,1.00,16.60,1.00,3.28,1.00,4.00,1.00,21.65,76.3,,,Laboratory,,36.78474098,60
24,285.15,0.0,6.08,"Capek et al., 2015",30.89,0.11,1.00,15.96,1.00,3.29,1.00,3.95,1.00,21.74,76.6,,,Laboratory,,36.81730286,60
25,285.15,,6.55,"Capek et al., 2015",22.54,,,9.12,,0.48,,1.12,,17.81,181.9,,,Laboratory,,21.03740268,60
25,285.15,0.2,6.55,"Capek et al., 2015",22.54,1.16,1.00,5.46,1.00,0.48,1.00,1.19,1.00,17.47,178.5,,,Laboratory,,21.04349598,60
25,285.15,,6.55,"Capek et al., 2015",22.54,,,15.79,,0.48,,1.12,,16.56,169.2,,,Laboratory,,21.04766771,60
25,285.15,,6.55,"Capek et al., 2015",22.54,,,6.11,,0.48,,1.05,,16.95,173.1,,,Laboratory,,21.03677678,60
25,285.15,,6.55,"Capek et al., 2015",22.54,,,2.49,,0.48,,3.43,,13.76,87.7,,,Laboratory,,21.03318826,60
25,285.15,,6.55,"Capek et al., 2015",22.54,,,2.46,,0.48,,1.42,,13.88,88.5,,,Laboratory,,21.04803826,60
25,285.15,,6.55,"Capek et al., 2015",22.54,,,5.15,,0.48,,1.11,,13.70,87.3,,,Laboratory,,21.04355814,60
25,285.15,0.5,6.55,"Capek et al., 2015",22.54,2.62,1.00,5.10,1.00,0.48,1.00,2.10,1.00,13.91,88.7,,,Laboratory,,21.03622888,60
23,293.15,1.6,5.80,"Capek et al., 2015",23.70,194.55,13.98,120.82,0.67,8.92,0.96,23.81,1.32,52.20,73.4,,,Laboratory,,51.04090058,60
23,293.15,1.4,5.80,"Capek et al., 2015",23.70,188.37,20.09,137.50,0.75,8.89,0.96,22.41,1.22,52.15,73.4,,,Laboratory,,51.01607772,60
23,293.15,1.2,5.80,"Capek et al., 2015",23.70,190.01,7.27,164.73,0.97,8.88,0.96,21.98,1.19,50.29,70.7,,,Laboratory,,51.00465395,60
23,293.15,1.3,5.80,"Capek et al., 2015",23.70,195.92,0.97,149.81,0.87,8.93,0.96,21.60,1.14,49.60,69.8,,,Laboratory,,51.04655812,60
23,293.15,1.8,5.80,"Capek et al., 2015",23.70,190.31,0.50,104.04,0.61,8.97,0.98,25.24,1.54,51.29,80.6,,,Laboratory,,51.08307893,60
23,293.15,1.0,5.80,"Capek et al., 2015",23.70,159.52,1.04,153.48,1.06,8.90,0.96,23.70,1.54,54.62,85.8,,,Laboratory,,51.02646263,60
23,293.15,1.5,5.80,"Capek et al., 2015",23.70,194.16,2.15,132.21,0.70,8.85,0.95,22.34,1.26,51.04,80.2,,,Laboratory,,50.98170089,60
23,293.15,1.5,5.80,"Capek et al., 2015",23.70,214.05,1.13,143.42,0.84,8.80,0.96,21.93,1.19,51.93,81.6,,,Laboratory,,50.92967957,60
24,293.15,1.5,6.08,"Capek et al., 2015",30.89,9.46,,6.49,,3.28,,8.38,,21.01,66.5,,,Laboratory,,36.7598229,60
24,293.15,2.5,6.08,"Capek et al., 2015",30.89,20.35,,8.00,,3.26,,5.22,,21.72,68.8,,,Laboratory,,36.67968938,60
24,293.15,2.1,6.08,"Capek et al., 2015",30.89,16.07,,7.63,,3.27,,5.53,,21.49,68.0,,,Laboratory,,36.70924171,60
24,293.15,1.4,6.08,"Capek et al., 2015",30.89,11.88,3.47,8.69,0.68,3.28,1.00,5.53,1.35,20.62,65.3,,,Laboratory,,36.75384184,60
24,293.15,1.3,6.08,"Capek et al., 2015",30.89,16.73,2.87,13.35,1.18,3.26,0.99,3.72,0.57,22.08,77.8,,,Laboratory,,36.66342408,60
24,293.15,0.9,6.08,"Capek et al., 2015",30.89,15.25,4.99,17.00,1.53,3.26,0.99,2.48,0.44,22.46,79.1,,,Laboratory,,36.67938947,60
24,293.15,0.9,6.08,"Capek et al., 2015",30.89,13.82,3.13,15.97,0.96,3.26,0.99,2.92,0.73,21.75,76.6,,,Laboratory,,36.69012521,60
24,293.15,1.3,6.08,"Capek et al., 2015",30.89,11.59,102.04,8.93,0.56,3.26,0.99,5.56,1.41,22.38,78.9,,,Laboratory,,36.68714188,60
25,293.15,0.4,6.55,"Capek et al., 2015",22.54,1.66,,3.97,,0.48,,1.77,,17.89,182.8,,,Laboratory,,21.01752276,60
25,293.15,0.5,6.55,"Capek et al., 2015",22.54,1.74,1.50,3.58,0.65,0.46,0.96,2.26,1.91,17.25,176.2,,,Laboratory,,20.92211872,60
25,293.15,0.3,6.55,"Capek et al., 2015",22.54,1.23,,3.99,,0.48,,1.60,,16.48,168.4,,,Laboratory,,21.02487689,60
25,293.15,0.2,6.55,"Capek et al., 2015",22.54,0.81,,4.35,,0.48,,1.46,,18.47,188.6,,,Laboratory,,21.03744841,60
25,293.15,0.8,6.55,"Capek et al., 2015",22.54,4.46,,5.77,,0.47,,2.15,,14.47,92.2,,,Laboratory,,21.00382837,60
25,293.15,0.4,6.55,"Capek et al., 2015",22.54,1.75,,4.71,,0.48,,1.87,,14.29,91.0,,,Laboratory,,21.0186732,60
25,293.15,1.0,6.55,"Capek et al., 2015",22.54,2.43,,2.53,,0.48,,1.80,,13.73,87.5,,,Laboratory,,21.01048798,60
25,293.15,0.2,6.55,"Capek et al., 2015",22.54,1.25,0.48,5.84,1.14,0.47,0.99,1.65,0.78,14.32,91.3,,,Laboratory,,20.99947715,60
27,276.16,0.5,7.00,SCHINDLBACHER et al. 2015,,55.36,0.24,103.07,0.95,3.54,1.00,1.02,1.00,48.30,127.4,,,Laboratory,,37.89903856,1
27,281.16,1.3,7.00,SCHINDLBACHER et al. 2015,,130.29,0.56,104.22,0.96,3.54,1.00,1.02,1.00,48.30,127.4,,,Laboratory,,37.89903856,1
27,286.15,2.2,7.00,SCHINDLBACHER et al. 2015,,234.18,1.00,108.42,1.00,3.54,1.00,1.02,1.00,48.30,127.4,,,Laboratory,,37.89903856,1
27,291.14,3.8,7.00,SCHINDLBACHER et al. 2015,,400.43,1.71,104.40,0.96,3.54,1.00,1.02,1.00,48.30,127.4,,,Laboratory,,37.89903856,1
27,296.17,5.5,7.00,SCHINDLBACHER et al. 2015,,592.44,2.53,107.08,0.99,3.54,1.00,1.02,1.00,48.30,127.4,,,Laboratory,,37.89903856,1
28,276.16,1.1,7.00,SCHINDLBACHER et al. 2015,,83.30,0.37,78.43,0.90,3.54,1.00,0.87,1.00,44.10,116.4,,,Laboratory,,37.89903856,1
28,281.16,1.1,7.00,SCHINDLBACHER et al. 2015,,106.49,0.48,99.05,1.14,3.54,1.00,0.87,1.00,44.10,116.4,,,Laboratory,,37.89903856,1
28,286.15,2.6,7.00,SCHINDLBACHER et al. 2015,,223.45,1.00,87.13,1.00,3.54,1.00,0.87,1.00,44.10,116.4,,,Laboratory,,37.89903856,1
28,291.14,3.8,7.00,SCHINDLBACHER et al. 2015,,329.28,1.47,85.85,0.99,3.54,1.00,0.87,1.00,44.10,116.4,,,Laboratory,,37.89903856,1
28,296.17,5.3,7.00,SCHINDLBACHER et al. 2015,,476.18,2.13,90.35,1.04,3.54,1.00,0.87,1.00,44.10,116.4,,,Laboratory,,37.89903856,1
29,278.15,0.0,3.42,Santruckova et al. 2003,24.15,0.17,0.04,9.36,2.46,1.90,1.00,6.74,1.15,17.91,60,,,Laboratory,,29.84909679,14
29,278.15,0.2,3.42,Santruckova et al. 2003,24.15,2.17,0.45,9.38,2.13,1.90,1.00,6.74,1.15,17.91,60,,,Laboratory,,29.84909679,14
29,278.15,0.5,3.42,Santruckova et al. 2003,24.15,4.76,0.76,10.36,2.16,1.90,1.00,6.74,1.15,17.91,60,,,Laboratory,,29.84909679,14
29,278.15,0.4,3.42,Santruckova et al. 2003,24.15,5.16,,11.65,,1.90,,6.74,,17.91,60,,,Laboratory,,29.84909679,14
29,283.15,2.2,3.42,Santruckova et al. 2003,24.15,2.97,0.64,1.37,0.36,1.90,1.00,6.74,1.15,17.91,60,,,Laboratory,,29.84909679,14
29,283.15,1.5,3.42,Santruckova et al. 2003,24.15,3.17,0.65,2.16,0.49,1.90,1.00,6.74,1.15,17.91,60,,,Laboratory,,29.84909679,14
29,283.15,2.5,3.42,Santruckova et al. 2003,24.15,5.96,0.95,2.37,0.49,1.90,1.00,6.74,1.15,17.91,60,,,Laboratory,,29.84909679,14
29,283.15,2.5,3.42,Santruckova et al. 2003,24.15,6.86,,2.76,,1.90,,6.74,,17.91,60,,,Laboratory,,29.84909679,14
29,288.15,1.2,3.42,Santruckova et al. 2003,24.15,4.66,1.00,3.80,1.00,1.90,1.00,5.84,1.00,17.91,60,,,Laboratory,,29.84909679,14
29,288.15,1.1,3.42,Santruckova et al. 2003,24.15,4.86,1.00,4.40,1.00,1.90,1.00,5.84,1.00,17.91,60,,,Laboratory,,29.84909679,14
29,288.15,1.3,3.42,Santruckova et al. 2003,24.15,6.26,1.00,4.80,1.00,1.90,1.00,5.84,1.00,17.91,60,,,Laboratory,,29.84909679,14
29,288.15,,3.42,Santruckova et al. 2003,24.15,,,6.19,,1.90,,5.84,,17.91,60,,,Laboratory,,29.84909679,14
29,293.15,5.0,3.42,Santruckova et al. 2003,24.15,9.65,2.07,1.94,0.51,1.90,1.00,7.41,1.27,17.91,60,,,Laboratory,,29.84909679,14
29,293.15,5.2,3.42,Santruckova et al. 2003,24.15,10.05,2.07,1.95,0.44,1.90,1.00,7.41,1.27,17.91,60,,,Laboratory,,29.84909679,14
29,293.15,4.7,3.42,Santruckova et al. 2003,24.15,10.15,1.62,2.15,0.45,1.90,1.00,7.41,1.27,17.91,60,,,Laboratory,,29.84909679,14
29,293.15,3.9,3.42,Santruckova et al. 2003,24.15,10.64,,2.74,,1.90,,7.41,,17.91,60,,,Laboratory,,29.84909679,14
29,298.15,3.2,3.42,Santruckova et al. 2003,24.15,5.66,1.21,1.78,0.47,1.90,1.00,6.47,1.11,17.91,60,,,Laboratory,,29.84909679,14
29,298.15,2.2,3.42,Santruckova et al. 2003,24.15,6.06,1.25,2.78,0.63,1.90,1.00,6.47,1.11,17.91,60,,,Laboratory,,29.84909679,14
29,298.15,2.3,3.42,Santruckova et al. 2003,24.15,7.25,1.16,3.18,0.66,1.90,1.00,6.47,1.11,17.91,60,,,Laboratory,,29.84909679,14
29,298.15,3.3,3.42,Santruckova et al. 2003,24.15,11.04,,3.37,,1.90,,6.47,,17.91,60,,,Laboratory,,29.84909679,14
29,303.15,10.4,3.42,Santruckova et al. 2003,24.15,18.52,3.97,1.78,0.47,1.90,1.00,6.55,1.12,17.91,60,,,Laboratory,,29.84909679,14
29,303.15,10.9,3.42,Santruckova et al. 2003,24.15,21.61,4.45,1.98,0.45,1.90,1.00,6.55,1.12,17.91,60,,,Laboratory,,29.84909679,14
29,303.15,7.6,3.42,Santruckova et al. 2003,24.15,25.70,4.11,3.36,0.70,1.90,1.00,6.55,1.12,17.91,60,,,Laboratory,,29.84909679,14
29,303.15,,3.42,Santruckova et al. 2003,24.15,,,3.57,,1.90,,6.55,,17.91,60,,,Laboratory,,29.84909679,14
29,308.15,4.8,3.42,Santruckova et al. 2003,24.15,11.44,2.45,2.36,0.62,1.90,1.00,6.64,1.14,17.91,60,,,Laboratory,,29.84909679,14
29,308.15,10.0,3.42,Santruckova et al. 2003,24.15,11.64,2.39,1.16,0.26,1.90,1.00,6.64,1.14,17.91,60,,,Laboratory,,29.84909679,14
29,308.15,28.7,3.42,Santruckova et al. 2003,24.15,16.43,2.63,0.57,0.12,1.90,1.00,6.64,1.14,17.91,60,,,Laboratory,,29.84909679,14
29,308.15,14.5,3.42,Santruckova et al. 2003,24.15,17.23,,1.18,,1.90,,6.64,,17.91,60,,,Laboratory,,29.84909679,14
29,313.15,19.8,3.42,Santruckova et al. 2003,24.15,15.13,3.25,0.76,0.20,1.90,1.00,6.61,1.13,17.91,60,,,Laboratory,,29.84909679,14
29,313.15,20.4,3.42,Santruckova et al. 2003,24.15,15.83,3.26,0.77,0.18,1.90,1.00,6.61,1.13,17.91,60,,,Laboratory,,29.84909679,14
29,313.15,26.1,3.42,Santruckova et al. 2003,24.15,20.42,3.26,0.78,0.16,1.90,1.00,6.61,1.13,17.91,60,,,Laboratory,,29.84909679,14
29,313.15,20.9,3.42,Santruckova et al. 2003,24.15,24.31,,1.16,,1.90,,6.61,,17.91,60,,,Laboratory,,29.84909679,14
30,278.15,0.1,3.76,Santruckova et al. 2003,21.11,2.68,0.19,17.87,5.93,1.96,1.00,5.58,0.87,18.10,60,,,Laboratory,,30.17315237,14
30,278.15,0.2,3.76,Santruckova et al. 2003,21.11,4.29,0.30,18.07,5.63,1.96,1.00,5.58,0.87,18.10,60,,,Laboratory,,30.17315237,14
30,278.15,0.3,3.76,Santruckova et al. 2003,21.11,5.82,0.36,18.27,4.55,1.96,1.00,5.58,0.87,18.10,60,,,Laboratory,,30.17315237,14
30,278.15,0.5,3.76,Santruckova et al. 2003,21.11,9.24,0.39,18.47,4.38,1.96,1.00,5.58,0.87,18.10,60,,,Laboratory,,30.17315237,14
30,283.15,1.3,3.76,Santruckova et al. 2003,21.11,10.47,0.75,7.83,2.60,1.96,1.00,4.37,0.68,18.10,60,,,Laboratory,,30.17315237,14
30,283.15,1.2,3.76,Santruckova et al. 2003,21.11,10.57,0.74,8.63,2.69,1.96,1.00,4.37,0.68,18.10,60,,,Laboratory,,30.17315237,14
30,283.15,1.4,3.76,Santruckova et al. 2003,21.11,12.28,0.76,9.04,2.25,1.96,1.00,4.37,0.68,18.10,60,,,Laboratory,,30.17315237,14
30,283.15,1.6,3.76,Santruckova et al. 2003,21.11,14.75,0.62,9.24,2.19,1.96,1.00,4.37,0.68,18.10,60,,,Laboratory,,30.17315237,14
30,288.15,4.6,3.76,Santruckova et al. 2003,21.11,13.89,1.00,3.01,1.00,1.96,1.00,6.42,1.00,18.10,60,,,Laboratory,,30.17315237,14
30,288.15,4.5,3.76,Santruckova et al. 2003,21.11,14.37,1.00,3.21,1.00,1.96,1.00,6.42,1.00,18.10,60,,,Laboratory,,30.17315237,14
30,288.15,4.0,3.76,Santruckova et al. 2003,21.11,16.08,1.00,4.02,1.00,1.96,1.00,6.42,1.00,18.10,60,,,Laboratory,,30.17315237,14
30,288.15,5.6,3.76,Santruckova et al. 2003,21.11,23.78,1.00,4.22,1.00,1.96,1.00,6.42,1.00,18.10,60,,,Laboratory,,30.17315237,14
30,293.15,5.1,3.76,Santruckova et al. 2003,21.11,18.55,1.34,3.61,1.20,1.96,1.00,5.96,0.93,18.10,60,,,Laboratory,,30.17315237,14
30,293.15,7.7,3.76,Santruckova et al. 2003,21.11,30.91,2.15,4.02,1.25,1.96,1.00,5.96,0.93,18.10,60,,,Laboratory,,30.17315237,14
30,293.15,8.8,3.76,Santruckova et al. 2003,21.11,35.28,2.19,4.02,1.00,1.96,1.00,5.96,0.93,18.10,60,,,Laboratory,,30.17315237,14
30,293.15,,3.76,Santruckova et al. 2003,21.11,,,5.22,1.24,1.96,1.00,5.96,0.93,18.10,60,,,Laboratory,,30.17315237,14
30,298.15,5.7,3.76,Santruckova et al. 2003,21.11,47.73,3.44,8.43,2.80,1.96,1.00,5.27,0.82,18.10,60,,,Laboratory,,30.17315237,14
30,298.15,5.3,3.76,Santruckova et al. 2003,21.11,49.25,3.43,9.24,2.88,1.96,1.00,5.27,0.82,18.10,60,,,Laboratory,,30.17315237,14
30,298.15,5.7,3.76,Santruckova et al. 2003,21.11,52.39,3.26,9.24,2.30,1.96,1.00,5.27,0.82,18.10,60,,,Laboratory,,30.17315237,14
30,298.15,,3.76,Santruckova et al. 2003,21.11,,,10.44,2.48,1.96,1.00,5.27,0.82,18.10,60,,,Laboratory,,30.17315237,14
30,303.15,8.9,3.76,Santruckova et al. 2003,21.11,39.27,2.83,4.42,1.47,1.96,1.00,6.54,1.02,18.10,60,,,Laboratory,,30.17315237,14
30,303.15,9.3,3.76,Santruckova et al. 2003,21.11,46.88,3.26,5.02,1.56,1.96,1.00,6.54,1.02,18.10,60,,,Laboratory,,30.17315237,14
30,303.15,11.6,3.76,Santruckova et al. 2003,21.11,67.31,4.19,5.82,1.45,1.96,1.00,6.54,1.02,18.10,60,,,Laboratory,,30.17315237,14
30,303.15,,3.76,Santruckova et al. 2003,21.11,,,7.03,1.67,1.96,1.00,6.54,1.02,18.10,60,,,Laboratory,,30.17315237,14
30,308.15,116.5,3.76,Santruckova et al. 2003,21.11,46.78,3.37,0.40,0.13,1.96,1.00,10.12,1.58,18.10,60,,,Laboratory,,30.17315237,14
